"Label","Sample_ID","Condition","Identifiant","Groupe_de_Fibre","Type_de_Mesure","Area","Mean","StdDev","Min","Max","Major","Minor","Angle","Circ.","IntDen","Median","Skew","Kurt","X.Area","RawIntDen","Slice","AR","Round","Solidity","MinThr","MaxThr","Moyenne_Background","Repos","VMA","AIT","Repos_centrage","VMA_centrage"
"1208-1510","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",199,11.538,6.387,9,39,24.108,10.51,73.692,0.744,3525,16,0.906,0.346,100,3525,1,2.294,0.436,0.975,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1215-1755","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",327,4.983,2.956,6,21,31.413,13.254,58.665,0.756,3649,11,0.689,-0.109,100,3649,1,2.37,0.422,0.978,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1249-0763","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",556,33.418,16.934,11,82,31.965,22.146,135.044,0.937,22014,38,0.303,-0.785,100,22014,1,1.443,0.693,0.992,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1262-1597","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",174,2.065,1.182,6,12,17.421,12.717,27.36,0.905,1434,8,0.534,0.2,100,1434,1,1.37,0.73,0.983,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1267-0984","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",222,39.166,19.952,16,95,23.765,11.894,173.167,0.828,10066,42,0.397,-0.969,100,10066,1,1.998,0.5,0.984,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1292-1567","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",132,1.816,1.322,6,14,16.819,9.993,71.911,0.825,1055,8,1.188,2.648,100,1055,1,1.683,0.594,0.996,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1299-1725","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",212,37.895,21.851,13,101,22.709,11.886,73.956,0.83,9343,41,0.698,-0.276,100,9343,1,1.911,0.523,1.007,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1302-1436","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",119,12.152,4.51,9,30,16.067,9.43,47.919,0.832,2181,19,-0.107,-0.419,100,2181,1,1.704,0.587,0.933,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1346-0896","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",128,8.199,3.589,7,24,17.714,9.2,67.584,0.829,1840,14,0.195,-0.842,100,1840,1,1.925,0.519,0.992,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1351-0218","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",169,11.86,6.675,8,41,16.261,13.232,96.42,0.946,3048,16,1.187,1.209,100,3048,1,1.229,0.814,1,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1400-0235","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",518,6.073,6.111,4,37,27.258,24.196,70.328,0.92,6345,10,1.734,2.427,100,6345,1,1.127,0.888,0.994,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1403-1524","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",221,42.01,13.218,23,79,18.495,15.214,46.395,0.935,10649,49,-0.058,-0.797,100,10649,1,1.216,0.823,0.98,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1421-0468","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",172,15.254,11.469,8,54,15.838,13.827,156.363,0.906,3686,17,1.024,-0.078,100,3686,1,1.145,0.873,0.983,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1433-0458","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",376,9.082,3.906,9,32,24.146,19.827,138.794,0.968,5737,14,1.126,1.3,100,5737,1,1.218,0.821,0.978,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1470-0212","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",474,19.801,10.408,9,53,36.567,16.505,75.555,0.763,12313,24,0.425,-0.771,100,12313,1,2.216,0.451,1.011,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1476-1670","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",146,4.872,3.174,6,21,24.882,7.471,83.855,0.578,1613,10,1.309,1.201,100,1613,1,3.33,0.3,0.948,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1484-1107","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",174,11.048,6.019,8,34,20.231,10.95,65.886,0.786,2997,16,0.74,-0.409,100,2997,1,1.848,0.541,0.986,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1496-0006","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",98,7.314,4.011,6,22,13.32,9.367,27.532,0.82,1322,13,0.273,-0.951,100,1322,1,1.422,0.703,0.933,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1516-0615","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",253,34.354,21.979,11,99,21.172,15.215,91.609,0.924,10254,34,0.791,-0.405,100,10254,1,1.392,0.719,0.996,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1519-0758","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",171,67.923,46.726,18,219,19.822,10.984,67.238,0.844,12671,62,1.225,1.062,100,12671,1,1.805,0.554,0.986,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1527-1659","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",108,10.546,6.804,7,35,16.871,8.151,52.044,0.792,1806,15,0.798,-0.242,100,1806,1,2.07,0.483,0.973,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1533-1990","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",733,14.119,6.632,7,42,32.126,29.051,65.566,0.913,14876,19,0.573,-0.078,100,14876,1,1.106,0.904,0.997,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1552-0603","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",154,31.064,12.822,16,67,24.353,8.052,77.523,0.631,5735,37,0.368,-0.769,100,5735,1,3.025,0.331,0.997,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1566-1478","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",136,10.567,5.125,8,34,19.828,8.733,109.28,0.685,2277,16,0.641,0.32,100,2277,1,2.271,0.44,0.951,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1583-0009","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",159,33.453,15.629,14,87,23.106,8.762,43.743,0.68,6301,36,1.015,0.567,100,6301,1,2.637,0.379,0.991,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1586-0597","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",131,30.389,18.387,12,89,19.25,8.665,68.612,0.777,4790,31,0.764,-0.436,100,4790,1,2.222,0.45,1,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1587-0271","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",136,28.773,20.385,10,84,15.811,10.952,0,0.934,4753,28,0.922,-0.321,100,4753,1,1.444,0.693,0.971,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1603-1917","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",104,71.651,31.76,31,162,15.38,8.61,72.642,0.822,8094,68,0.634,-0.477,100,8094,1,1.786,0.56,0.963,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1628-1791","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",103,2.154,1.471,6,12,14.869,8.82,173.654,0.846,858,8,0.494,-0.727,100,858,1,1.686,0.593,0.981,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1636-1752","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",423,18.592,17.06,7,89,28.829,18.682,157.315,0.873,10477,18,1.808,2.587,100,10477,1,1.543,0.648,0.976,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1640-1112","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",293,5.534,3.251,7,24,24.564,15.187,60.012,0.823,3431,11,1.042,1.171,100,3431,1,1.617,0.618,1.005,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1647-0817","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",506,3.166,2.788,5,20,26.177,24.611,143.793,0.965,4727,9,1.126,0.885,100,4727,1,1.064,0.94,1.003,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1655-0477","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",160,9.074,5.174,7,34,21.361,9.537,97.696,0.69,2440,14,1.071,0.915,100,2440,1,2.24,0.446,0.997,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1657-0739","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",608,20.85,13.402,6,66,29.677,26.085,30.861,0.954,16432,25,0.589,-0.53,100,16432,1,1.138,0.879,1.005,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1669-1744","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",253,9.109,12.087,6,71,28.338,11.368,67.92,0.705,3867,11,2.257,4.723,100,3867,1,2.493,0.401,0.937,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1700-0060","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",225,4.268,2.207,7,18,20.066,14.277,28.748,0.9,2350,10,0.656,0.115,100,2350,1,1.406,0.711,0.978,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1704-2036","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",337,13.744,5.973,9,41,25.932,16.547,94.837,0.889,6713,19,0.526,-0.11,100,6713,1,1.567,0.638,0.98,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1723-0544","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",150,2.851,1.437,7,13,20.673,9.239,49.854,0.745,1354,9,0.661,-0.096,100,1354,1,2.238,0.447,0.993,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1729-1703","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",415,34.393,20.889,11,115,28.031,18.85,31.126,0.882,16836,35,1.234,1.221,100,16836,1,1.487,0.672,0.958,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1743-0013","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",449,9.882,14.883,6,98,36.826,15.524,45.215,0.679,7210,10,2.767,8.68,100,7210,1,2.372,0.422,0.93,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1763-0514","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",590,30.475,15.82,10,112,42.351,17.738,81.716,0.686,21624,34,1.301,2.698,100,21624,1,2.388,0.419,0.977,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1785-1537","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",248,48.3,29.892,16,137,23.902,13.211,77.023,0.858,13510,48,0.646,-0.646,100,13510,1,1.809,0.553,1.012,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1807-1523","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",351,9.291,8.003,7,44,26.099,17.124,58.994,0.906,5429,12,1.28,0.8,100,5429,1,1.524,0.656,0.999,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1813-0919","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",416,13.019,5.444,9,37,32.622,16.237,1.161,0.766,7985,18,0.913,0.574,100,7985,1,2.009,0.498,0.982,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1822-1063","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",460,8.615,5.699,6,38,37.716,15.529,142.577,0.738,6804,14,1.275,1.608,100,6804,1,2.429,0.412,0.999,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1832-1830","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",239,29.845,18.389,9,79,19.574,15.546,134.076,0.912,8609,33,0.467,-0.867,100,8609,1,1.259,0.794,0.99,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1838-1586","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",408,25.363,15.14,10,96,32.684,15.894,90.443,0.761,12868,29,1.232,1.803,100,12868,1,2.056,0.486,1.01,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1845-1083","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",273,5.381,3.704,6,25,25.048,13.877,120.889,0.845,3155,11,1.067,1.006,100,3155,1,1.805,0.554,0.965,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1861-0276","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",323,32.403,15.758,11,84,21.776,18.886,12.901,0.941,12461,38,0.454,-0.154,100,12461,1,1.153,0.867,0.986,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1868-1924","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",175,30.704,14.694,15,74,18.593,11.984,128.913,0.89,6454,33,0.783,-0.175,100,6454,1,1.551,0.645,0.98,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1890-0472","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",409,37.973,16.483,12,93,24.859,20.948,160.538,0.951,18057,46,0.018,-0.495,100,18057,1,1.187,0.843,0.99,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1916-0799","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",283,15.354,10.63,6,55,28.499,12.644,39.388,0.745,6093,19,0.775,-0.12,100,6093,1,2.254,0.444,0.978,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1917-1326","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",747,5.871,5.059,5,32,38.575,24.656,72.169,0.903,8999,11,1.344,1.432,100,8999,1,1.564,0.639,0.988,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1941-1583","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",347,20.36,5.829,16,48,23.262,18.993,115.941,0.904,9208,26,0.919,1.396,100,9208,1,1.225,0.817,0.959,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1975-1046","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",555,18.379,7.381,10,46,31.137,22.695,88.837,0.946,13628,24,0.482,-0.351,100,13628,1,1.372,0.729,0.998,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"2004-0219","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",197,47.611,15.733,26,114,22.764,11.019,0,0.816,10596,51,1.075,1.475,100,10596,1,2.066,0.484,0.961,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"2009-1780","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",333,7.217,4.164,6,31,24.718,17.153,148.617,0.913,4460,13,0.659,0.365,100,4460,1,1.441,0.694,1.005,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"2018-1582","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",234,9.315,6.948,6,40,22.322,13.347,33.986,0.835,3625,14,1.215,1.154,100,3625,1,1.672,0.598,0.981,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"2034-1719","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",454,4.02,3.615,5,28,35.114,16.462,20.417,0.786,4629,9,1.866,4.059,100,4629,1,2.133,0.469,0.981,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0080-0805","755_Plan5-P2_CT5","Contrôle","CT5","Fibre I","lactylated_nuclei",226,9.554,4.788,9,30,21.879,13.152,14.299,0.896,3555,15,0.58,-0.619,100,3555,1,1.664,0.601,1,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0258-1279","755_Plan5-P2_CT5","Contrôle","CT5","Fibre I","lactylated_nuclei",914,18.111,6.826,11,61,44.356,26.236,30.14,0.851,22198,24,1.073,2.871,100,22198,1,1.691,0.591,0.983,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0261-1202","755_Plan5-P2_CT5","Contrôle","CT5","Fibre I","lactylated_nuclei",226,13.005,7.945,6,39,33.287,8.645,57.7,0.515,4335,19,0.259,-0.962,100,4335,1,3.851,0.26,0.952,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0224-0892","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIa","lactylated_nuclei",606,21.636,11.055,9,59,30.181,25.565,145.26,0.89,16854,26,0.578,-0.585,100,16854,1,1.181,0.847,0.982,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1008-0765","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIa","lactylated_nuclei",224,8.534,5.4,7,30,19.877,14.348,131.629,0.924,3295,14,0.719,-0.322,100,3295,1,1.385,0.722,0.976,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1087-0813","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIa","lactylated_nuclei",153,4.68,1.79,7,16,19.422,10.03,29.641,0.82,1661,11,0.39,-0.25,100,1661,1,1.936,0.516,0.987,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1540-0339","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIa","lactylated_nuclei",447,1.73,1.281,5,13,27.704,20.543,57.763,0.938,3534,8,0.836,0.94,100,3534,1,1.349,0.742,0.991,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0010-0655","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",361,9.259,5.883,6,36,28.292,16.246,139.876,0.847,5572,14,0.834,0.06,100,5572,1,1.741,0.574,0.99,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0028-0717","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",270,1.291,1.1,5,11,20.16,17.052,173.175,0.962,2016,7,0.715,0.242,100,2016,1,1.182,0.846,0.98,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0078-0363","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",389,7.24,4.079,4,34,29.576,16.747,83.139,0.862,5219,13,1.265,2.454,100,5219,1,1.766,0.566,0.973,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0098-0526","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",502,18.061,11.457,8,52,31.929,20.018,157.711,0.859,12167,20,0.551,-0.959,100,12167,1,1.595,0.627,0.994,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0103-1625","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",1116,27.906,19.638,7,107,55.024,25.824,103.068,0.788,38035,30,0.868,0.219,100,38035,1,2.131,0.469,0.987,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0109-1066","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",957,18.688,11.903,7,79,38.019,32.05,45.09,0.968,23795,22,1.264,1.731,100,23795,1,1.186,0.843,0.987,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0167-1410","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",263,21.581,9.792,13,68,22.812,14.68,100.873,0.899,7300,26,0.989,0.964,100,7300,1,1.554,0.644,1.008,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0215-0681","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",357,4.656,2.676,7,22,29.442,15.439,75.845,0.827,3867,10,1.14,1.351,100,3867,1,1.907,0.524,0.997,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0279-0981","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",1142,4.82,4.245,6,35,41.401,35.121,28.43,0.969,12558,10,1.884,4.271,100,12558,1,1.179,0.848,0.999,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0401-0772","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",316,5.311,3.636,6,25,27.83,14.457,154.699,0.834,3630,10,1.034,0.495,100,3630,1,1.925,0.519,0.974,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0421-0820","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",426,21.063,7.65,11,43,31.146,17.415,88.948,0.861,11604,28,-0.175,-0.832,100,11604,1,1.788,0.559,1.012,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0425-0492","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",127,2.989,1.326,6,14,19.536,8.277,120.022,0.741,1164,9,0.679,0.875,100,1164,1,2.36,0.424,0.984,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0464-0683","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",352,13.068,8.304,8,51,26.099,17.172,90.531,0.895,6774,17,1.289,1.338,100,6774,1,1.52,0.658,0.985,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0471-0313","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",307,10.335,3.235,8,26,24.517,15.943,154.454,0.897,5069,16,0.179,0.17,100,5069,1,1.538,0.65,1,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0528-0657","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",439,19.209,11.374,9,54,25.074,22.292,150.82,0.934,11144,23,0.522,-0.899,100,11144,1,1.125,0.889,1.001,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0600-0307","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",100,15.244,8.26,10,44,13.965,9.118,86.836,0.872,2142,19,0.849,-0.095,100,2142,1,1.532,0.653,0.98,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0885-0124","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",243,9.931,6.296,6,37,20.742,14.916,24.06,0.866,3914,15,0.84,0.281,100,3914,1,1.391,0.719,0.968,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1036-0364","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",126,7.816,4.187,8,24,16.076,9.979,177.997,0.887,1763,13,0.375,-1.004,100,1763,1,1.611,0.621,0.977,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1072-0410","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",137,5.97,3.117,6,20,16.688,10.452,170.868,0.828,1664,12,0.39,-0.735,100,1664,1,1.597,0.626,0.968,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1103-0956","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",272,3.228,2.183,5,18,19.499,17.761,69.258,0.96,2558,9,1.124,1.285,100,2558,1,1.098,0.911,0.961,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1135-0139","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",145,3.976,2.19,7,18,14.949,12.35,122.706,0.92,1472,10,0.964,0.587,100,1472,1,1.21,0.826,1.018,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1323-0589","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",347,5.671,2.944,6,22,37.954,11.641,100.501,0.607,4111,11,0.419,-0.433,100,4111,1,3.26,0.307,0.975,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1446-0346","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",141,15.569,7.945,9,39,16.258,11.042,35.935,0.903,3066,21,0.228,-1.11,100,3066,1,1.472,0.679,0.976,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1459-0294","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",185,4.462,2.931,6,22,16.668,14.132,45.01,0.982,1968,10,1.13,1.313,100,1968,1,1.18,0.848,1.022,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1536-0133","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",767,12.473,6.265,7,40,34.98,27.918,174.164,0.946,14304,17,0.671,-0.056,100,14304,1,1.253,0.798,0.987,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1561-0894","755_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",344,2.077,1.517,6,15,23.216,18.866,175.681,0.943,2839,8,1.33,2.619,100,2839,1,1.231,0.813,1.013,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
